"filename", "language", "JSON", "TypeScript JSX", "Markdown", "CSS", "TypeScript", "JSON with Comments", "MS SQL", "JavaScript", "Shell Script", "YAML", "XML", "comment", "blank", "total"
"d:\Persist Ventures\GoViral\next.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 7, 6, 73
"d:\Persist Ventures\GoViral\package-lock.json", "JSON", 7978, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7979
"d:\Persist Ventures\GoViral\package.json", "JSON", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 93
"d:\Persist Ventures\GoViral\pnpm-lock.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"d:\Persist Ventures\GoViral\postcss.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 2, 9
"d:\Persist Ventures\GoViral\public\images\gold_logo_horizontal.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 629, 0, 115, 744
"d:\Persist Ventures\GoViral\public\images\gold_logo_vertical.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 629, 0, 115, 744
"d:\Persist Ventures\GoViral\public\images\social_pair.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 1, 63
"d:\Persist Ventures\GoViral\public\placeholder-logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"d:\Persist Ventures\GoViral\public\placeholder.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"d:\Persist Ventures\GoViral\public\sitemap.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 1, 4, 57
"d:\Persist Ventures\GoViral\scripts\apply_changes.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 4, 4, 33
"d:\Persist Ventures\GoViral\scripts\update_all.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 5, 2, 9
"d:\Persist Ventures\GoViral\scripts\update_db_views.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 12, 14, 79
"d:\Persist Ventures\GoViral\scripts\update_storage_config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 11, 13, 100
"d:\Persist Ventures\GoViral\sql\001_add_cpm_contests.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 26, 10, 75
"d:\Persist Ventures\GoViral\sql\apply_all_changes.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 6, 5, 42
"d:\Persist Ventures\GoViral\sql\contest_views.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 3, 2, 21
"d:\Persist Ventures\GoViral\sql\create_contests_view.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 2, 20
"d:\Persist Ventures\GoViral\sql\create_exec_sql_function.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 0, 11
"d:\Persist Ventures\GoViral\sql\create_increment_function.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 2, 0, 12
"d:\Persist Ventures\GoViral\sql\initialize_database.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 2, 1, 52
"d:\Persist Ventures\GoViral\sql\storage_setup.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 6, 4, 31
"d:\Persist Ventures\GoViral\sql\table_permissions.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 8, 7, 39
"d:\Persist Ventures\GoViral\styles\globals.css", "CSS", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 5, 95
"d:\Persist Ventures\GoViral\supabase\migrations\20250524072227_remote_schema.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Persist Ventures\GoViral\supabase\migrations\20250524072600_remote_schema.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 673, 0, 0, 0, 0, 5, 349, 1027
"d:\Persist Ventures\GoViral\supabase\migrations\20250603082120_populate_brief_html_field.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 4, 2, 12
"d:\Persist Ventures\GoViral\supabase\migrations\20250603124847_add_rich_text_fields.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 2, 11
"d:\Persist Ventures\GoViral\supabase\migrations\20250603162804_create_advertiser_withdrawal_functions.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 21, 21, 208
"d:\Persist Ventures\GoViral\supabase\migrations\20250603163339_fix_advertiser_withdrawal_amount_storage.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 18, 21, 198
"d:\Persist Ventures\GoViral\supabase\migrations\20250603164056_fix_advertiser_withdrawal_balance_and_request_id.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 28, 24, 222
"d:\Persist Ventures\GoViral\supabase\migrations\20250603170000_update_contests_view.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 3, 3, 44
"d:\Persist Ventures\GoViral\supabase\migrations\YYYYMMDDHHMMSS_enhance_withdrawal_requests.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 11, 4, 22
"d:\Persist Ventures\GoViral\supabase\migrations\YYYYMMDDHHMMSS_update_withdrawal_functions.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 34, 16, 182
"d:\Persist Ventures\GoViral\supabase\supabase\migrations\20250603082120_populate_brief_html_field.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Persist Ventures\GoViral\supabase_policy.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 159
"d:\Persist Ventures\GoViral\supabase_policy_fix.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 9, 5, 77
"d:\Persist Ventures\GoViral\tailwind.config.ts", "TypeScript", 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 2, 97
"d:\Persist Ventures\GoViral\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 1, 28
"d:\Persist Ventures\GoViral\types\earnings.ts", "TypeScript", 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 9, 14, 126
"d:\Persist Ventures\GoViral\types\supabase.ts", "TypeScript", 0, 0, 0, 0, 492, 0, 0, 0, 0, 0, 0, 10, 6, 508
"d:\Persist Ventures\GoViral\utils\supabase\client.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
"d:\Persist Ventures\GoViral\utils\supabase\middleware.ts", "TypeScript", 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 16, 16, 95
"d:\Persist Ventures\GoViral\utils\supabase\server.ts", "TypeScript", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 2, 27
"d:\Persist Ventures\GoViral\vercel.json", "JSON", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
"Total", "-", 8103, 21848, 416, 180, 3064, 27, 1802, 197, 25, 4, 1374, 1711, 3522, 42273
